system,entrant_event_predictions,events,rank_percentile_mae,rank_percentile_spearman,time_mae_seconds_diagnostic
external_bayesian,2154,37,0.13235378945713877,0.817382573326216,695.8711280202081
external_bayesian_conservative,2154,37,0.18116392124699537,0.6718895695106848,846.2513123201155
external_combined,2154,37,0.0942450668051992,0.8949435477050661,422.45654730390396
external_logtime,2154,37,0.09407436260608049,0.8981376756403356,437.8173420735701
external_logtime_conservative,2154,37,0.09763605200715107,0.8925369170932996,1159.3903136198708
external_logtime_no_tier,2154,37,0.0942450668051992,0.8949435477050661,422.45654730390396
external_nationals,2154,37,0.09520522723615972,0.8969277735192361,422.45654730390396
external_nationals_soft,2154,37,0.09610792240935186,0.8954464609904724,422.45654730390396
